Finished,IMC,atn_interested,atn_hostile,atn_distracted,atn_nervous,atn_enthusiastic,atn_determined,atn_excited,atn_proud,atn_upset,atn_irritable,atn_strong,atn_paperclip,atn_alert,atn_active,atn_guilty,atn_ashamed,atn_afraid,careful_check,female_clear,male_clear,female_med,female_dark,male_med,male_dark,time_firstclick,time_lastclick,time_submit,ad_describe,adrate_bad,adrate_unfavorable,adrate_lowqual,adrate_negative,adrate_unattract,adrate_useless,adrate_awful,adrate_notapprop,adrate_ineffective,adrate_unconvinc,product_unsatisfac,product_lowqual,product_bad,product_dislike,product_awful,product_negative,product_unfavorable,product_common,product_useless,product_worthless,product_notunique,product_inexpensive,model_competent,model_pushy,model_genuine,model_professional,model_credible,model_fake,model_follower,model_sincere,model_moral,model_assertive,model_charm,model_suspicious,model_peaceful,model_calm,model_subordinate,model_knowledgeable,model_sociable,model_trustworthy,model_honest,model_friendly,model_reliable,model_manipulative,model_experienced,model_respectful,model_phony,model_familiar,model_nosecret,model_mysterious,model_known,model_natural,model_notweird,model_clear,model_attract,model_classy,model_sexy,model_beautiful,model_elegant,model_warm,Q13,recommend,wtb,value_assess,ads_trust,ads_goalinform,ads_informative,ads_truthful,ads_reliablesource,ads_truepicture,ads_accuratelyinformedby,ads_essentialinfo,p_glasses,p_shade,p_pupilvis,gender,age,home_lang,english_length_nohome,wear_glasses,employment,annual_income,education,p_hypoth,Q42
1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,1,,,,,,1,,,,1,,,9.526,10.214,22.754,"OUTDOOR WICKER WITH CUSHION SEATING SET. THE AD WAS OK, IT LOOKED LIKE A NORMAL AD, NOT TOO NOTICEABLE. ",3,4,4,3,5,4,3,3,5,5,2,4,4,5,3,3,4,6,3,4,6,4,5,5,5,4,5,3,4,5,5,4,4,2,6,7,5,5,5,5,5,6,6,2,4,6,2,5,5,2,4,6,7,7,4,4,3,4,2,5,1,4,5,250,3,2,2,2,3,1,3,2,1,5,5,2,40,ENGLISH,,2,1,3,3,PERCEPTION OF ADVERTISEMENTS,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,21,21,22.404,"There was a guy with nice clothes. I thought the ad was a bit boring, but I loved the design.",3,2,2,2,1,7,4,3,6,7,7,4,4,6,3,3,5,7,7,7,7,4,7,2,1,7,5,4,4,2,2,5,7,2,7,7,4,5,7,4,6,6,6,2,2,4,5,7,7,1,1,3,5,6,5,6,2,4,6,4,1,3,6,800,3,5,5,5,5,5,5,5,2,1,2,2,21,French,16,2,6,6,4,I have no idea,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,19.376,19.376,20.399,"its informative but pretty dull,it has no pizazz just factual and no brand name",5,5,6,4,5,4,4,2,3,5,2,3,2,3,2,2,2,3,2,3,3,4,5,5,5,6,5,2,4,6,6,6,5,2,6,6,4,5,6,5,5,6,6,2,6,6,3,6,6,2,5,6,4,6,5,5,4,4,4,6,1,5,2,400,4,4,3,5,4,4,4,3,1,4,5,2,53,english,,1,2,2,3,advertising and peoples perceptions,1
1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,1,,,,,,1,1,,,,,,0,0,15.676,A girl that looks very enthusiastic about the furniture being advertised,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,2,4,4,4,5,5,5,4,5,6,4,4,4,5,5,4,4,5,4,4,4,4,4,6,4,4,4,4,6,4,4,4,4,4,3,4,5,5,4,5,4,5,1,4,4,750,4,2,3,4,3,3,3,3,1,2,3,2,31,english,,2,1,3,2,the effects of advertising,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,,1,0,0,23.658,It's an ad for outdoor furniture - the person in front looks odd He's not the type of person I would have expected in the ad. I found the message about the comfort of the sofa's compelling for the not the tag line that seemed unrelated to furniture at all,4,3,4,3,6,2,3,3,5,3,2,2,2,2,2,4,4,5,2,5,6,5,4,3,1,2,1,7,4,1,4,6,2,5,4,6,3,2,5,2,3,3,2,5,1,4,5,3,3,4,3,1,3,4,3,3,2,4,2,2,1,4,3,1600,4,4,3,4,4,3,4,3,1,5,5,1,51,English,,1,1,6,6,Effect of picture of people in advertising on the perception of the product being advertised,1
1,,,,,,,,,,,,,1,,,,,,1,,1,,,,,0,0,29.848,"In this advertisement I see outdoor seating chairs, the catch phrase in for the chairs in gray, and a person who seems to be a consumer of the product vouching for the validity of the ad's statement. I thought that the ad was alright, but did not really evoke any emotions for me to feel that this product was worth purchasing.",5,4,4,3,4,3,3,3,5,5,2,3,2,2,2,2,3,6,3,4,5,2,6,3,2,5,2,7,5,5,5,3,5,2,6,7,5,5,5,5,5,6,6,4,3,6,6,5,6,2,5,5,6,6,5,5,4,4,5,6,1,2,3,500,3,2,2,4,4,3,3,2,1,1,4,2,24,English,n/a,1,6,1,5,Whether the person on the advertisement influenced the trust and reliability of the product and whether the participant would be more likely to purchase the product because of it.,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,,1,0,0,18.812,"The ad shows a happy-looking guy talking about how he made the right choice in his patio furniture, which is durable and very comfortable with plush cushions.",5,5,5,4,5,4,5,2,6,6,4,4,4,5,4,4,4,7,4,4,7,4,4,5,2,2,2,7,3,3,4,5,1,4,3,7,3,4,4,3,3,4,4,6,4,4,7,4,4,1,1,2,5,4,3,1,1,1,1,2,1,2,6,600,4,4,4,3,5,4,4,3,1,5,5,2,55,English,,1,4,3,4,How the appearance of a person in advertising influences our opinion of the product being sold.,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,0,0,39.91,"A guy is standing in front of a wicker patio set, and he's saying that he made the right choice by buying this set.",4,4,4,2,4,3,3,3,3,3,3,4,3,4,3,3,4,4,3,4,3,4,5,6,5,2,4,3,5,5,5,4,3,3,5,5,4,5,5,5,5,5,5,2,3,5,5,2,4,3,2,3,4,5,3,2,2,3,4,5,1,5,3,399,3,4,3,4,3,4,3,3,1,5,5,2,34,English,,1,3,4,2,Truthfulness in advertising.,1
1,,,,,,,,,,,,,1,,,,,,1,1,,,,,,0,0,72.365,"Girl says something a little to generic to be convincing ""It is the right choice"". Does not substantiate claim. Subject matter is wicker furniture on a patio. Advertising is aimed at selling the entire furniture set. Girl seems to be the focal point, the wicker chair serves as a backdrop.",6,4,5,3,2,4,5,4,6,7,4,5,3,3,4,3,3,4,4,4,3,2,1,3,4,2,1,5,3,2,4,5,5,3,3,4,2,3,4,3,4,4,3,3,4,4,5,3,6,3,3,3,3,4,6,6,6,5,4,4,1,1,6,250,5,5,5,5,5,5,5,5,1,1,3,1,30,English,,2,6,2,6,Assessing perceptions of individuals seen in ads.,1
1,,,,,,,,,,,,,1,,,,,,1,,1,,,,,0,0,23.785,"A set of wicker furniture with plush comfie cushions. A pic of man saying ""its my choice because it's the right choice. / It's a good ad, but needs a price to be shown",1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,3,1,2,6,4,7,6,7,5,7,1,4,7,6,6,6,1,4,7,2,7,7,6,6,7,5,2,4,7,2,1,7,4,1,7,7,7,5,2,4,4,1,7,1,6,1,699,2,2,2,2,3,2,2,1,1,2,4,2,46,english,,1,1,3,2,to see what we notice most in an ad,1
1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,1,,,,,,1,,,,1,,,0,0,5.453,I think it was boring and strange. I did not find it that interesting either. It was just plain boring and simple.,1,2,1,3,1,2,1,2,3,1,1,4,1,2,1,1,3,3,3,1,3,1,7,7,6,5,7,6,6,5,7,6,5,5,6,5,7,7,3,6,6,5,6,4,6,3,7,6,4,6,6,6,5,4,1,1,5,1,1,4,1,1,6,500,1,2,3,2,1,2,3,1,1,1,5,2,25,english,,1,1,4,5,judgement,1
1,,,,,,,,,,,,,1,,,,,,1,1,,,,,,0,0,4.655,"nice ad nice female would bang, but i dont think it would really be necessary all that information",3,4,3,2,3,2,3,2,3,4,2,2,2,4,5,6,6,6,5,5,4,4,3,3,2,2,2,1,1,1,2,3,4,5,6,6,6,4,4,5,4,6,4,3,3,2,2,1,2,3,4,5,7,7,6,5,5,3,3,2,1,5,4,22,2,2,3,4,4,3,2,2,1,4,4,1,20,portuguese,10 years,1,2,3,2,about advertising techniques to persuade buyers,1
1,,,,,,,,,,,,,1,,,,,,1,1,,,,,,0,0,37.025,"ad for wicker furniture, woman with glasses smiling, arms crossed, a wicker seating set in background",6,5,5,5,6,6,5,5,5,6,4,3,4,3,3,3,3,5,3,4,4,4,4,4,5,3,3,7,4,2,5,4,3,4,5,5,4,3,5,4,4,5,5,5,2,6,7,3,3,3,1,4,5,6,4,3,3,4,2,5,1,3,4,700,4,4,4,4,5,3,4,4,1,1,4,2,35,English,,2,1,5,5,Appearence in effective advertising,1
1,,,,,,,,,,,,,1,,,,,,1,,1,,,,,7.122,7.122,8.853,"Is an advertisement where a man promotes a company showing its advantages and disadvantages of which can be obtained if you join that company. To me in particular I found very interesting what this man proposes, could even invest or acquire their products as it draws much attention what he describes in the ad seen.",3,3,1,2,3,2,2,1,3,2,2,2,2,3,2,2,3,1,1,3,1,3,4,5,7,5,6,7,5,6,6,5,5,6,6,5,6,7,5,5,6,7,6,6,5,7,6,5,4,5,3,5,4,4,5,3,4,4,4,4,1,6,2,400,4,3,2,3,2,4,3,3,2,3,3,1,24,english,speak english,1,2,1,3,This study was entertaining.,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,0,0,15.699,a outdoor wicker set with a love seat and a chair with grey cushions on it. A young man with sunglasses on and a red checkered shirt is standing there.,3,3,3,2,4,3,3,1,3,3,1,1,2,2,2,1,2,2,2,2,2,2,6,7,6,4,6,1,4,6,6,4,5,1,5,6,4,6,6,6,6,6,6,1,4,5,1,1,7,1,1,6,6,7,3,4,3,3,3,5,1,6,2,1399,2,1,1,2,2,2,2,2,1,4,4,2,46,english,,1,2,1,2,no idea,1
1,,,,,,,,,,,,,1,,,,,,1,,,,1,,,0,0,23.621,"An ad for furniture, that would suit any taste. The furniture have a light color base and have plush pillows for comfort.",4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,3,4,4,5,5,4,5,3,4,5,5,4,5,4,5,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,5,5,5,1,4,4,280,2,3,2,2,3,3,3,2,2,2,2,1,38,Chinese (Cantonese),27,2,1,2,5,"At first I thought the study is for effectiveness of advertisement, but at the end I thought this is a study is about focus and distraction.",1
1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,24.369,25.68,26.447,"Having ""It's my choice because it's the right choice"" is very interesting as a slogan. I find it to focus on the customer right off the bat. They showcase the wicker furniture very well. Nice ad overall. ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,6,7,7,6,1,3,6,5,5,5,2,7,7,5,7,6,6,6,6,7,2,4,7,1,6,6,3,6,7,7,7,4,4,4,4,4,6,1,6,2,250,3,3,2,3,2,2,2,2,1,3,2,1,36,English,,2,1,4,5,advertising,1
1,,,,,,,,,,,,,1,,,,,,1,,,1,,,,42.44,42.44,68.052,"outdoor wicker furniture , stylish, comfortable, and durable for everyone",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,4,4,4,7,7,7,4,6,1,5,5,4,4,5,1,4,4,4,4,5,5,5,6,5,3,4,4,2,5,6,2,4,6,6,6,6,4,4,5,3,5,1,5,3,300,4,3,2,3,3,2,2,2,2,3,3,2,79,english,all my life,2,5,4,5,opinion on advertising,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,,1,0,0,53.81,I see a comfortable outdoor wicker set. It doesn't seem too different from other ads I've seen.,3,2,2,3,3,2,2,1,4,5,3,2,2,3,2,3,3,4,2,3,5,3,6,6,7,5,7,2,4,6,7,5,5,1,7,7,4,5,6,7,7,7,6,1,6,6,2,5,7,3,4,6,7,6,6,4,4,3,2,6,1,5,3,299,2,1,3,2,3,3,3,2,1,1,2,1,52,English,,1,3,1,3,how good people remember details,1
1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,1,,,,,,1,,,,,,1,1.45,12.761,13.862,All weather wicker furniture that's great for entertaining and a guy in a red flannel wearing sunglasses.,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,3,3,7,6,6,2,5,6,3,5,6,6,7,2,4,6,3,6,7,6,6,7,5,4,6,6,4,7,7,1,5,6,5,5,6,5,4,4,4,6,1,6,2,400,3,2,2,3,2,2,2,2,1,5,5,2,44,English,,2,1,3,2,Advertising,1
1,,,,,,,,,,,,,1,,,,,,1,,,1,,,,35.116,35.116,50.247,A four piece set of wicker furniture with thick cushions. A woman in a red plaid shirt standing in front of it. ,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,6,3,5,5,4,4,3,4,4,6,3,4,3,5,3,5,4,4,4,4,4,6,5,4,5,2,3,5,3,4,4,5,6,5,4,6,3,3,1,6,1,349,4,4,3,5,4,4,5,4,1,5,5,2,52,english,na,2,7,2,3,Perceptions in advertising,1
1,,,,,,,,,,,,,1,,,,,,1,1,,,,,,0,0,26.868,"Ad for outdoor furniture, blue/grey and wicker seating on a deck in the background, and a young woman with glasses in the foreground. I thought that she looked younger than what the target demographic of this ad actually would be",3,4,5,2,4,3,2,2,3,3,2,3,2,2,2,1,3,6,3,4,6,5,6,7,5,3,3,6,5,3,6,3,4,2,6,7,5,5,4,5,6,5,5,2,2,5,3,5,7,1,5,6,3,6,2,3,1,4,1,5,1,5,4,400,4,4,2,4,5,5,4,2,1,1,2,2,23,english,23 years,1,2,4,5,Opinions on adversiting/paying attention to ads,1
1,,,,,,,,,,,,,1,,,,,,1,,,,1,,,0,0,12.435,A sofa and a woman with sunglasses smiling.  And a description that talks about the sofa and how comfortable it is.,4,3,3,3,3,4,3,5,3,4,3,3,3,4,3,3,3,4,1,3,2,3,5,6,5,6,5,2,4,5,5,5,7,5,6,6,4,4,7,4,4,5,5,4,3,5,2,6,5,5,6,5,4,4,6,5,6,6,6,6,1,4,5,1500,5,5,5,4,4,4,5,5,1,5,5,1,30,English,,2,1,2,6,Advertisement and how someone can make us react.,1
1,,,,,,,,,,,,,1,,,,,,1,,1,,,,,0,0,27.382,All Weather stylish wicker set. I do wish that color options for the wicker and cushions was available.,4,3,3,1,3,2,2,2,2,3,3,3,2,2,2,1,2,3,2,4,4,5,5,3,4,3,4,3,4,5,5,3,4,2,6,6,6,5,5,5,5,6,5,3,4,6,3,5,5,3,5,6,5,6,5,5,3,5,2,6,1,5,3,250,2,4,2,2,2,2,4,2,1,1,3,2,44,English,,1,4,3,3,The influence of people in an advertisement,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,0,0,21.512," / I found the text on the right a little absurd, on the ""right idea"" is that the idea is to promote but to stand so much before the decision of the person could create some conflict",6,6,5,4,5,5,4,5,6,6,6,5,6,6,6,6,6,6,5,6,6,7,2,3,2,1,2,6,6,3,3,2,2,2,5,5,6,2,2,2,3,4,3,2,2,5,3,6,6,2,2,4,3,6,2,2,2,2,2,4,1,1,6,50,2,2,2,4,3,4,4,2,2,5,3,2,20,English,0,1,2,4,3,"To know the opinion about the advertisement and of the publicity in general, seen from the public",1
1,,,,,,,,,,,,,1,,,,,,1,1,,,,,,0,0,25.094,A WICKER SET OF FURNITURE THAT WAS FOR A SALE.  A WOMAN WEARING A RED FLANNEL SHIRT THAT IS MAKING THE CHOICE ABOUT WHICH PIECE OF FURNITURE TO PURCHASE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,6,7,7,7,2,3,6,6,6,6,3,6,6,4,3,4,6,7,7,6,1,5,6,3,6,7,1,6,7,7,7,6,4,4,5,3,5,1,5,3,520,3,2,2,2,3,2,2,2,1,2,3,2,33,ENGLISH,,1,4,4,3,HOW YOU SEE PEOPLE PORTRAYED IN ADS,1
1,,,,,,,,,,,,,1,,,,,,1,,,1,,,,9.395,28.348,29.641,I thought the ad was nice but did not see the woman as a necessary part.  I didnt really like her outfit choice either.  It did not seem to blend in well with the reset of the ad.,3,3,4,3,4,4,3,3,3,3,3,4,3,3,3,3,3,4,3,4,5,4,4,5,5,4,4,6,4,4,5,3,3,3,6,6,4,5,6,4,4,6,4,2,3,5,6,2,6,2,5,4,3,6,4,3,2,5,1,5,1,4,4,599,3,2,2,4,3,3,2,2,1,4,2,2,45,english,,1,1,3,3,How looks of model in adverts affect effectiveness of ad,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,0,0,38.337,An all weather wicker patio set with plush cushions. ,2,2,2,1,1,1,2,1,2,2,1,2,2,1,1,1,1,3,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,5,5,3,3,3,5,1,6,2,399,2,1,2,2,2,2,2,2,2,1,3,2,55,english,,1,4,5,4,no idea,1
1,,,,,,,,,,,,,1,,,,,,1,,1,,,,,13.333,50.084,51.588,I seen a wicker furniture set with gray pillow cushion and a customer smile. A description about furniture being good for all seasons and a quote about my choice is the right choice. It's an okay but who is it for? What other types of furniture do they have?  Ad just leaves you looking for more information. ,3,3,2,2,2,6,3,1,7,4,1,1,1,1,1,1,1,2,1,1,2,4,4,3,6,4,4,1,1,4,6,4,6,4,6,7,4,4,4,4,4,6,4,5,5,4,4,4,7,1,2,6,7,4,4,4,4,4,4,6,1,5,2,550,4,2,2,3,4,4,4,2,1,3,3,2,36,English,,2,2,1,4,Advertising ,1
1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,1,,,,,,1,,,,,,1,0,0,26.809,"a guy with sunglasses saying ""it's the right choice because it's my choice"" standing in front of brown wicker furniture with blue pillows described as being durable and all weather.  I like the look of the furniture, but nothing made of wicker is all weather, it will absorb moisture and crack in the sun.",3,3,4,3,3,5,3,3,5,5,4,4,3,3,3,3,3,5,4,4,6,4,3,5,4,2,3,4,4,3,4,4,4,4,4,6,4,2,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,2,2,1,2,1,4,1,3,5,500,4,4,4,4,4,4,4,3,1,5,5,2,38,English,n/a,1,4,4,5,no idea,1
1,,,,,,,,,,,,,1,,,,,,1,,,1,,,,23.029,23.029,25.582,It is a furniture ad. It features a smart woman telling you it fits her style.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,1,1,7,7,7,7,1,7,7,1,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,4,7,7,7,1,7,1,100,5,5,5,5,5,5,5,5,1,5,3,2,31,english,,2,2,4,6,perceptions,1
1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,1,,,,,,1,1,,,,,,1.669,43.548,44.087,The advertisement included a woman in glasses talking about making the right choice to choose some grey colored wicker patio furniture. I don't have any strong feelings about the advertisement but I thought the set was nice looking.,4,3,4,3,4,5,3,2,5,4,3,4,4,3,2,3,2,6,3,3,4,4,4,3,4,4,4,5,4,4,6,4,4,4,5,4,4,4,4,4,4,4,4,5,4,6,4,4,5,6,4,5,3,5,5,5,2,6,4,3,1,3,4,750,4,5,3,4,4,4,4,4,1,2,2,2,26,English,,1,1,6,6,Whether or not we trust spokespeople who wear glasses or how wearing glasses affects our perception of a person,1
1,,,,,,,,,,,,,1,,,,,,1,,1,,,,,0,0,28.509,"I saw some outdoor wicker furniture and a man smiling, the furniture looked comfortable.",3,3,4,3,3,4,4,2,3,4,2,2,2,2,2,2,2,2,2,4,3,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,6,4,4,6,4,4,4,4,4,3,4,1,1,3,3,6,2,4,1,1,1,5,1,4,5,250,4,4,2,4,3,4,3,2,1,1,3,2,51,english,,2,7,3,2,judging advertisments and people in them,1
1,,,,,,,,,,,,,1,,,,,,1,,1,,,,,0,0,59.461,"A dark-haired man with glasses in bottom right of ad. He is smiling. Top right, there is a quote from him in a black font. Top left, there are two lines of dark gray text. Below that, there is a photo of a gray livingroom set. Below the ad, there is more gray text.",2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,3,3,4,3,7,7,7,7,7,1,1,7,7,7,7,1,7,7,4,7,7,7,7,7,7,1,7,7,1,4,7,1,4,7,7,7,6,6,5,4,4,7,1,6,2,600,3,2,2,3,3,3,3,3,1,1,3,2,57,English,,1,7,2,4,I have no idea.,1
1,,,,,,,,,,,,,1,,,,,,1,1,,,,,,8.252,20.2,21.108,"A casually-dressed, bespectacled white woman. Her choice is apparently the right choice. The patio furniture pictured is described as stylish.",5,4,5,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,1,4,4,150,3,3,3,3,5,3,3,3,1,1,5,2,38,English,,2,7,1,2,Advertising,1
1,,,,,,,,,,,,,1,,,,,,1,,,,1,,,6.872,38.256,39.552,"an outdoor furniture set made of wicker with gray cushions, and a woman in sunglasses standing in the foreground with a big smile on her face.",4,4,4,4,3,3,3,3,4,5,3,4,4,3,3,3,3,3,2,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,5,4,4,4,4,4,4,4,5,3,5,5,5,6,4,4,5,4,5,1,3,4,300,4,4,3,4,4,4,4,3,1,5,5,2,58,english,,1,1,5,5,how perceptions of advertising are affected by appearance of people in the ad,1
1,,,,,,,,,,,,,1,,,,,,1,,,,1,,,4.113,24.513,25.309,it is very interesting  i like that is is weather resistant but i need to see more angles on how the set looks,4,4,5,3,4,3,3,3,3,4,2,5,3,4,4,4,3,2,3,4,3,4,6,6,6,6,6,1,1,6,5,4,6,3,7,4,3,7,5,7,7,7,7,4,2,6,2,6,6,7,7,7,7,6,5,5,4,4,4,4,1,4,4,400,2,3,2,3,3,3,2,3,1,5,5,1,21,english,,1,3,3,2,AD opinion,1
1,,,,,,,,,,,,,1,,,,,,1,1,,,,,,17.202,40.632,40.724,"Agreeing that the furniture is very stylish, I feel the attractive young lady should be dressed more stylish than a checked flannel shirt.  In my opinion the last two words in the text, comfortably and entertained, don't go together well. Otherwise the ad is very appealing.",2,2,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,7,7,7,6,7,1,2,7,6,5,7,1,7,7,4,6,6,7,7,7,7,2,6,7,1,5,7,1,2,7,7,7,6,3,4,6,3,7,1,7,1,350,2,5,5,4,4,4,4,4,1,1,1,2,60,English,58 yrs.,1,2,2,3,The study was to determine if person is appropriate for this ad and to be honest with her.,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,0,0,60.149," / I have only seen a fairly basic advertisement, very little elaborate and with unnecessary images (the person in the middle)",6,6,6,4,7,4,4,4,4,5,3,3,3,3,3,3,3,6,4,3,4,6,3,3,3,1,1,6,6,2,2,2,2,7,4,4,4,3,3,3,3,4,4,4,3,3,4,2,2,7,1,2,2,2,2,2,2,2,2,4,1,4,5,45,4,3,2,4,4,4,4,4,1,5,4,1,21,English,,2,2,4,3, / To know different points of view regarding advertising,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,,1,8.176,32.666,33.733,"Rhe ad was for a patio set with deep comfortable cushions. Also highlighted a picture of a young guy and the sentiment of It's the right choice, because it's my choice.  /  / My thoughts are, the furniture set is nice, but the guy sticks out first in the picture. And, I didn't really care for his caption about choice. ",5,5,4,4,6,6,4,5,6,7,2,3,2,2,2,2,2,4,1,3,4,4,5,5,4,3,3,6,4,4,4,4,3,4,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,2,2,3,4,1,4,4,250,3,3,2,3,3,3,3,3,1,3,5,2,40,English,,2,4,4,2,How the person pictured in advertising effects ones thought of the product,1
1,,,,,,,,,,,,,1,,,,,,1,,,,1,,,0,0,24.921,"I saw an ad for an outdoor furniture set: wicker with plush blue cushions. /  / I don't understand the line: ""It's my choice because it's the right choice.""  It would make more sense the other way around.  ",4,3,4,4,4,3,3,4,4,4,4,4,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,2,2,4,2,4,1,4,3,150,3,4,4,3,5,3,3,3,1,5,5,2,33,English,,1,4,5,3,Perceptions of an online ad,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,6.043,6.043,16.364,"Some guy choose an all wicker out door set because it is the ""right choice"". How does he know that? why do I trust him? Shouldn't he have to make me believe him",5,5,6,5,7,7,5,4,7,7,5,6,6,7,5,6,6,7,4,5,6,6,2,6,2,2,1,6,7,3,4,3,2,6,4,5,5,3,4,2,3,6,3,5,3,4,2,3,4,3,4,4,4,2,2,1,1,2,2,4,1,2,6,300,4,2,2,5,4,3,4,2,1,3,2,2,19,English,NA,2,6,3,3,Attractivness in advertising,1
1,,,,,,,,,,,,,1,,,,,,1,,1,,,,,5.064,37.295,39.822,The ad was for wicker furniture. I was looking for the brand or company but could not find one.,3,3,3,3,3,4,4,2,4,4,2,2,1,2,2,2,2,5,4,3,6,3,6,7,5,6,5,4,4,5,6,5,5,3,7,7,4,5,5,5,5,6,5,3,5,6,3,6,6,2,2,5,7,6,4,4,3,3,1,6,1,5,3,500,4,2,2,4,4,4,3,3,1,3,3,2,51,English,,1,1,3,3,Advertising,1
1,,,,,,,,,,,,,1,,,,,,1,1,,,,,,0,0,40.963,"The furniture set-coffie table,chair and sofa.Durable,all-weather furniture with plush cushions",6,5,6,4,5,3,4,4,4,5,5,5,4,5,4,5,5,6,4,4,6,7,4,4,2,4,3,4,5,3,6,4,3,5,5,5,6,4,5,3,4,5,4,5,4,5,3,5,4,2,3,5,6,5,5,4,5,4,4,5,1,4,6,700,3,2,2,3,2,2,2,2,1,1,2,2,67,russian,57,2,5,2,6,The study about advertisement and how helpful they are for customers.,1
1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
